time,value
2025-04-13T00:56:47.509843359Z,44
2025-04-13T00:56:48.158508698Z,45
2025-04-13T00:56:48.713630892Z,44
2025-04-13T00:56:49.290934216Z,45
2025-04-13T00:56:49.850454957Z,44
2025-04-13T00:56:50.408316432Z,45
2025-04-13T00:56:50.962714067Z,43
2025-04-13T00:56:51.542000193Z,44
2025-04-13T00:56:52.187783308Z,45
2025-04-13T00:56:52.745341982Z,43
2025-04-13T00:56:53.327255023Z,44
2025-04-13T00:56:53.971525338Z,45
2025-04-13T00:56:54.527944713Z,43
2025-04-13T00:56:55.082644082Z,45
2025-04-13T00:56:55.665561177Z,44
2025-04-13T00:56:56.237689544Z,45
2025-04-13T00:56:56.796659106Z,44
2025-04-13T00:56:57.352568679Z,49
2025-04-13T00:56:58.023378438Z,48
2025-04-13T00:56:58.575369065Z,44
2025-04-13T00:56:59.131637778Z,43
2025-04-13T00:56:59.809492043Z,44
2025-04-13T00:57:00.353967206Z,45
2025-04-13T00:57:00.911546291Z,43
2025-04-13T00:57:01.46792533Z,44
2025-04-13T00:57:02.045547835Z,43
2025-04-13T00:57:02.600963172Z,45
2025-04-13T00:57:03.247844963Z,43
2025-04-13T00:57:03.920107044Z,45
2025-04-13T00:57:04.473574281Z,44
2025-04-13T00:57:05.028928297Z,43
2025-04-13T00:57:05.585774066Z,45
2025-04-13T00:57:06.10800375Z,44
2025-04-13T00:57:06.753812472Z,45
2025-04-13T00:57:07.309786543Z,44
2025-04-13T00:57:07.89276653Z,45
2025-04-13T00:57:08.448822994Z,44
2025-04-13T00:57:09.007868289Z,45
2025-04-13T00:57:09.563365187Z,43
2025-04-13T00:57:10.146409127Z,44
2025-04-13T00:57:10.789622002Z,45
2025-04-13T00:57:11.346461577Z,43
2025-04-13T00:57:11.927857287Z,44
2025-04-13T00:57:12.483620774Z,38
2025-04-13T00:57:13.041059687Z,47
2025-04-13T00:57:13.596048307Z,44
2025-04-13T00:57:14.353050683Z,46
2025-04-13T00:57:14.909517376Z,49
2025-04-13T00:57:15.464903004Z,44
2025-04-13T00:57:16.066697378Z,46
2025-04-13T00:57:16.623938931Z,45
2025-04-13T00:57:17.179791525Z,43
2025-04-13T00:57:17.738708031Z,46
2025-04-13T00:57:18.31465813Z,45
2025-04-13T00:57:18.958974762Z,42
2025-04-13T00:57:19.538846909Z,47
2025-04-13T00:57:20.071017916Z,43
2025-04-13T00:57:20.650717938Z,44
2025-04-13T00:57:21.206910992Z,49
2025-04-13T00:57:21.767643072Z,44
2025-04-13T00:57:22.526816668Z,46
2025-04-13T00:57:23.080047486Z,44
2025-04-13T00:57:23.639914234Z,41
2025-04-13T00:57:24.199105649Z,42
2025-04-13T00:57:24.781406448Z,44
2025-04-13T00:57:25.334032361Z,51
2025-04-13T00:57:25.892290209Z,43
2025-04-13T00:57:26.472357804Z,44
2025-04-13T00:57:27.118027744Z,45
2025-04-13T00:57:27.673963884Z,43
2025-04-13T00:57:28.239670592Z,45
2025-04-13T00:57:28.812511262Z,44
2025-04-13T00:57:29.370141685Z,45
2025-04-13T00:57:29.926342986Z,43
2025-04-13T00:57:30.509229713Z,48
2025-04-13T00:57:31.064250798Z,46
2025-04-13T00:57:31.620214309Z,44
2025-04-13T00:57:32.267863672Z,43
2025-04-13T00:57:32.870647031Z,47
2025-04-13T00:57:33.402401456Z,44
2025-04-13T00:57:34.04808512Z,41
2025-04-13T00:57:34.632104861Z,45
2025-04-13T00:57:35.186601386Z,46
2025-04-13T00:57:35.742587156Z,49
2025-04-13T00:57:36.33950678Z,51
2025-04-13T00:57:36.996533571Z,53
2025-04-13T00:57:37.554599579Z,49
2025-04-13T00:57:38.112582463Z,48
2025-04-13T00:57:38.710607756Z,46
2025-04-13T00:57:39.247262761Z,47
2025-04-13T00:57:39.801482549Z,45
2025-04-13T00:57:40.356755553Z,50
2025-04-13T00:57:40.938386036Z,51
2025-04-13T00:57:41.492887093Z,52
2025-04-13T00:57:42.048685605Z,53
2025-04-13T00:57:42.605019839Z,51
2025-04-13T00:57:43.362445365Z,52
2025-04-13T00:57:43.918642832Z,51
2025-04-13T00:57:44.474845452Z,52
2025-04-13T00:57:45.06858729Z,50
2025-04-13T00:57:45.614721067Z,52
2025-04-13T00:57:46.190705447Z,51
2025-04-13T00:57:46.83713352Z,50
2025-04-13T00:57:47.417193038Z,51
2025-04-13T00:57:48.06159121Z,52
2025-04-13T00:57:48.617411395Z,51
2025-04-13T00:57:49.285542527Z,49
2025-04-13T00:57:49.865700807Z,51
2025-04-13T00:57:50.39321742Z,52
2025-04-13T00:57:50.949170746Z,51
2025-04-13T00:57:51.529534115Z,52
2025-04-13T00:57:52.085887185Z,51
2025-04-13T00:57:52.651148232Z,52
2025-04-13T00:57:53.224994766Z,51
2025-04-13T00:57:54.047323001Z,50
2025-04-13T00:57:54.607196613Z,51
2025-04-13T00:57:55.184909339Z,50
2025-04-13T00:57:55.741350803Z,51
2025-04-13T00:57:56.31745829Z,48
2025-04-13T00:57:56.873545913Z,52
2025-04-13T00:57:57.453242215Z,50
2025-04-13T00:57:58.011024297Z,52
2025-04-13T00:57:58.567124906Z,50
2025-04-13T00:57:59.124951001Z,52
2025-04-13T00:57:59.703258782Z,51
2025-04-13T00:58:00.351297928Z,49
2025-04-13T00:58:00.904957724Z,51
2025-04-13T00:58:01.481044822Z,49
2025-04-13T00:58:02.036038518Z,51
2025-04-13T00:58:02.681088733Z,49
2025-04-13T00:58:03.235940598Z,51
2025-04-13T00:58:03.815769568Z,50
2025-04-13T00:58:04.372199229Z,51
2025-04-13T00:58:05.025153591Z,52
2025-04-13T00:58:05.601092355Z,50
2025-04-13T00:58:06.189370549Z,51
2025-04-13T00:58:06.752215579Z,50
2025-04-13T00:58:07.387866612Z,52
2025-04-13T00:58:07.967947567Z,50
2025-04-13T00:58:08.525827653Z,51
2025-04-13T00:58:09.080441072Z,52
2025-04-13T00:58:09.662178279Z,51
2025-04-13T00:58:10.305270541Z,52
2025-04-13T00:58:10.863833129Z,50
2025-04-13T00:58:11.418134229Z,51
2025-04-13T00:58:11.998115942Z,53
2025-04-13T00:58:12.557254113Z,51
2025-04-13T00:58:13.55824996Z,50
2025-04-13T00:58:14.140200669Z,51
2025-04-13T00:58:18.433836534Z,52
2025-04-13T00:58:18.989772386Z,51
2025-04-13T00:58:19.747871508Z,52
2025-04-13T00:58:22.650200063Z,51
2025-04-13T00:58:23.770062345Z,52
2025-04-13T00:58:27.050381012Z,53
2025-04-13T00:58:27.608032416Z,52
2025-04-13T00:58:30.355543508Z,51
2025-04-13T00:58:31.363641801Z,52
2025-04-13T00:58:51.074539271Z,53
2025-04-13T00:58:51.722264062Z,52
2025-04-13T00:58:53.907710095Z,53
2025-04-13T00:58:54.462472896Z,52
2025-04-13T00:58:55.042302426Z,47
2025-04-13T00:58:55.955853244Z,48
2025-04-13T00:58:56.532065997Z,53
2025-04-13T00:59:06.07634657Z,54
2025-04-13T00:59:06.650516031Z,53
2025-04-13T00:59:07.231736961Z,51
2025-04-13T00:59:13.191780975Z,52
2025-04-13T00:59:13.76943737Z,51
2025-04-13T00:59:16.316084022Z,52
